miRNA name	pos:mut	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396	trimmed_NGN2_nc-DMSO_rep1-1_SRR22127348	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391	trimmed_NGN2_nc-DMSO_rep1-4_SRR22127345	trimmed_NGN2_nc-DMSO_rep5-3_SRR22127956	trimmed_NGN2_nc-DMSO_rep1-3_SRR22127346	trimmed_NGN2_nc-DMSO_rep4-5_SRR22127518	trimmed_NGN2_nc-DMSO_rep4-8_SRR22128365	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_nc-DMSO_rep4-2_SRR22127521	trimmed_NGN2_nc-DMSO_rep4-3_SRR22127520	trimmed_NGN2_nc-DMSO_rep5-5_SRR22128450	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394	trimmed_NGN2_nc-DMSO_rep1-6_SRR22127655	trimmed_NGN2_nc-DMSO_rep6-3_SRR22128646	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep4-7_SRR22128366	trimmed_NGN2_nc-DMSO_rep1-8_SRR22127653	trimmed_NGN2_nc-DMSO_rep5-1_SRR22127958	trimmed_NGN2_nc-DMSO_rep6-6_SRR22128643	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066	trimmed_NGN2_nc-DMSO_rep6-5_SRR22128644	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_nc-DMSO_rep4-6_SRR22127517	trimmed_NGN2_nc-DMSO_rep5-8_SRR22128447	trimmed_NGN2_nc-DMSO_rep5-6_SRR22128449	trimmed_NGN2_nc-DMSO_rep6-2_SRR22128647	trimmed_NGN2_nc-DMSO_rep5-2_SRR22127957	trimmed_NGN2_nc-DMSO_rep4-1_SRR22127522	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065	trimmed_NGN2_nc-DMSO_rep1-2_SRR22127347	trimmed_NGN2_nc-DMSO_rep5-4_SRR22127955	trimmed_NGN2_nc-DMSO_rep5-7_SRR22128448	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392	trimmed_NGN2_nc-DMSO_rep4-4_SRR22127519	trimmed_NGN2_nc-DMSO_rep1-7_SRR22127654	trimmed_NGN2_nc-DMSO_rep1-5_SRR22127656	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-1_SRR22127348 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-4_SRR22127345 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-3_SRR22127956 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-3_SRR22127346 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-5_SRR22127518 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-8_SRR22128365 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-2_SRR22127521 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-3_SRR22127520 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-5_SRR22128450 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-6_SRR22127655 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-3_SRR22128646 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-7_SRR22128366 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-8_SRR22127653 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-1_SRR22127958 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-6_SRR22128643 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-5_SRR22128644 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-6_SRR22127517 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-8_SRR22128447 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-6_SRR22128449 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep6-2_SRR22128647 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-2_SRR22127957 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-1_SRR22127522 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-2_SRR22127347 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-4_SRR22127955 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep5-7_SRR22128448 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep4-4_SRR22127519 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-7_SRR22127654 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep1-5_SRR22127656 (PM+1MM+2MM)
hsa-miR-139-5p	22:GC,23:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	125.0	5.0	1.0	6.0	99.0	99.0	245.0	165.0	360.0	1.0	157.0	162.0	50.0	10.0	242.0	103.0	7.0	264.0	356.0	56.0	353.0	15.0	60.0	1.0	206.0	163.0	101.0	200.0	37.0	96.0	48.0	121.0	47.0	164.0	2.0	5.0	180.0	469.0	214.0
hsa-miR-139-5p	22:GT,23:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	125.0	5.0	1.0	6.0	99.0	99.0	245.0	165.0	360.0	1.0	157.0	162.0	50.0	10.0	242.0	103.0	7.0	264.0	356.0	56.0	353.0	15.0	60.0	1.0	206.0	163.0	101.0	200.0	37.0	96.0	48.0	121.0	47.0	164.0	2.0	5.0	180.0	469.0	214.0
hsa-miR-139-5p	22:GT,23:TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	3.0	125.0	5.0	1.0	6.0	99.0	99.0	245.0	165.0	360.0	1.0	157.0	162.0	50.0	10.0	242.0	103.0	7.0	264.0	356.0	56.0	353.0	15.0	60.0	1.0	206.0	163.0	101.0	200.0	37.0	96.0	48.0	121.0	47.0	164.0	2.0	5.0	180.0	469.0	214.0
hsa-miR-140-3p	PM	2.0	5.0	1.0	17.0	2.0	0.0	3.0	65.0	7.0	43.0	89.0	108.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	121.0	84.0	9.0	109.0	2.0	27.0	0.0	83.0	35.0	18.0	80.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	5:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	7:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	10:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	14:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	15:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	18:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	21:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-3p	21:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	17.0	2.0	0.0	3.0	67.0	7.0	43.0	90.0	109.0	1.0	76.0	77.0	28.0	4.0	54.0	21.0	3.0	123.0	85.0	9.0	110.0	2.0	27.0	0.0	83.0	36.0	18.0	81.0	11.0	44.0	12.0	40.0	10.0	40.0	2.0	1.0	75.0	52.0	68.0
hsa-miR-140-5p	PM	2.0	0.0	1.0	21.0	0.0	0.0	1.0	53.0	7.0	25.0	46.0	114.0	0.0	42.0	43.0	27.0	2.0	58.0	36.0	2.0	57.0	66.0	11.0	107.0	2.0	28.0	0.0	64.0	50.0	18.0	91.0	14.0	41.0	1.0	28.0	7.0	39.0	1.0	0.0	49.0	49.0	63.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	8:TG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	12:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	14:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	15:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	16:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	22:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	22:GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-140-5p	22:GT	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	4.0	0.0	1.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	1.0	22.0	1.0	0.0	1.0	54.0	9.0	25.0	47.0	118.0	0.0	43.0	45.0	29.0	2.0	59.0	40.0	2.0	62.0	68.0	11.0	120.0	2.0	28.0	0.0	64.0	51.0	18.0	91.0	15.0	42.0	1.0	29.0	7.0	42.0	1.0	0.0	52.0	51.0	65.0
hsa-miR-141-3p	PM	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	3.0	10.0	2.0	13.0	0.0	1.0	11.0	9.0	0.0	5.0	7.0	0.0	4.0	11.0	2.0	8.0	1.0	1.0	0.0	10.0	6.0	5.0	3.0	3.0	2.0	4.0	1.0	0.0	4.0	0.0	2.0	9.0	4.0	10.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	3.0	10.0	3.0	13.0	0.0	1.0	11.0	9.0	0.0	5.0	7.0	0.0	4.0	11.0	2.0	8.0	1.0	1.0	0.0	10.0	6.0	5.0	3.0	3.0	2.0	4.0	1.0	0.0	4.0	0.0	2.0	9.0	4.0	10.0
hsa-miR-141-3p	9:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	3.0	10.0	3.0	13.0	0.0	1.0	11.0	9.0	0.0	5.0	7.0	0.0	4.0	11.0	2.0	8.0	1.0	1.0	0.0	10.0	6.0	5.0	3.0	3.0	2.0	4.0	1.0	0.0	4.0	0.0	2.0	9.0	4.0	10.0
hsa-miR-142-3p	PM	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	14.0	8.0	15.0	0.0	1.0	0.0	0.0	10.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	26.0	0.0	2.0	0.0	0.0	15.0	8.0	23.0	0.0	1.0	0.0	1.0	11.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	0.0
hsa-miR-142-3p	13:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	26.0	0.0	2.0	0.0	0.0	15.0	8.0	23.0	0.0	1.0	0.0	1.0	11.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	0.0
hsa-miR-142-3p	23:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	26.0	0.0	2.0	0.0	0.0	15.0	8.0	23.0	0.0	1.0	0.0	1.0	11.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	0.0
hsa-miR-142-5p	PM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-142-5p	21:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-143-3p	PM	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	16.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	3.0	5.0	1.0	7.0	0.0	2.0	0.0	8.0	14.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	16.0	0.0	1.0	4.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	16.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	3.0	5.0	1.0	10.0	0.0	2.0	0.0	8.0	14.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	16.0	0.0	1.0	4.0	4.0	1.0
hsa-miR-143-3p	21:CA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	16.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	3.0	5.0	1.0	10.0	0.0	2.0	0.0	8.0	14.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	16.0	0.0	1.0	4.0	4.0	1.0
