miRNA name	pos:mut	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395	trimmed_NGN2_Rifaximin_SRR22128590	trimmed_NGN2_Amonafide_SRR22128500	trimmed_NGN2_RG108_SRR22127294	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396	trimmed_NGN2_AG-14361_SRR22127920	trimmed_NGN2_Raltitrexed_SRR22128614	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_Allopurinol_Sodium_SRR22127951	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_Allopurinol_SRR22127622	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394	trimmed_NGN2_Rifampin_SRR22127589	trimmed_NGN2_Azaguanine-8_SRR22128107	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Temozolomide_SRR22127488	trimmed_NGN2_Rifapentine_SRR22127583	trimmed_NGN2_Oxaliplatin_SRR22127814	trimmed_NGN2_Azacitidine_SRR22127969	trimmed_NGN2_Altretamine_SRR22128485	trimmed_NGN2_Adenine_HCl_SRR22127291	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395 (PM+1MM+2MM)	trimmed_NGN2_Rifaximin_SRR22128590 (PM+1MM+2MM)	trimmed_NGN2_Amonafide_SRR22128500 (PM+1MM+2MM)	trimmed_NGN2_RG108_SRR22127294 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396 (PM+1MM+2MM)	trimmed_NGN2_AG-14361_SRR22127920 (PM+1MM+2MM)	trimmed_NGN2_Raltitrexed_SRR22128614 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_Allopurinol_Sodium_SRR22127951 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_Allopurinol_SRR22127622 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394 (PM+1MM+2MM)	trimmed_NGN2_Rifampin_SRR22127589 (PM+1MM+2MM)	trimmed_NGN2_Azaguanine-8_SRR22128107 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Temozolomide_SRR22127488 (PM+1MM+2MM)	trimmed_NGN2_Rifapentine_SRR22127583 (PM+1MM+2MM)	trimmed_NGN2_Oxaliplatin_SRR22127814 (PM+1MM+2MM)	trimmed_NGN2_Azacitidine_SRR22127969 (PM+1MM+2MM)	trimmed_NGN2_Altretamine_SRR22128485 (PM+1MM+2MM)	trimmed_NGN2_Adenine_HCl_SRR22127291 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392 (PM+1MM+2MM)
hsa-miR-124-3p	19:CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	19:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	20:CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	20:CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	20:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	22:AC	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	4.0	0.0	3.0	1.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	22:AG	0.0	1.0	0.0	4.0	1.0	0.0	2.0	28.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	15.0	6.0	21.0	8.0	6.0	13.0	4.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	22:AT	8.0	52.0	17.0	123.0	12.0	4.0	122.0	371.0	5.0	5.0	40.0	16.0	0.0	110.0	4.0	141.0	1.0	8.0	24.0	3.0	222.0	133.0	234.0	161.0	167.0	230.0	59.0	4.0	12.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	6:CT,22:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	8:CT,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	9:GT,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	10:CT,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	12:GC,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	16:AT,22:AT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	17:TC,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	18:GA,22:AT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	18:GT,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	20:CA,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	20:CT,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AG,22:AT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AT,22:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-3p	21:AT,22:AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	284.0	60.0	774.0	57.0	12.0	539.0	2315.0	22.0	25.0	238.0	67.0	7.0	571.0	18.0	682.0	24.0	46.0	63.0	10.0	1139.0	740.0	1051.0	910.0	941.0	1190.0	205.0	25.0	39.0
hsa-miR-124-5p	PM	1.0	6.0	6.0	32.0	1.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	36.0	7.0	28.0	32.0	36.0	17.0	1.0	0.0	2.0	1.0	6.0	6.0	33.0	2.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	37.0	7.0	28.0	33.0	36.0	17.0	1.0	0.0	2.0
hsa-miR-124-5p	6:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	33.0	2.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	37.0	7.0	28.0	33.0	36.0	17.0	1.0	0.0	2.0
hsa-miR-124-5p	7:CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	33.0	2.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	37.0	7.0	28.0	33.0	36.0	17.0	1.0	0.0	2.0
hsa-miR-124-5p	20:GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	33.0	2.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	37.0	7.0	28.0	33.0	36.0	17.0	1.0	0.0	2.0
hsa-miR-124-5p	22:TA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	6.0	33.0	2.0	0.0	4.0	136.0	1.0	0.0	3.0	1.0	0.0	13.0	0.0	7.0	0.0	1.0	0.0	0.0	37.0	7.0	28.0	33.0	36.0	17.0	1.0	0.0	2.0
hsa-miR-1243	22:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-1246	PM	18.0	282.0	23.0	250.0	52.0	52.0	384.0	1474.0	77.0	11.0	165.0	96.0	24.0	511.0	67.0	408.0	40.0	86.0	445.0	31.0	828.0	676.0	617.0	380.0	167.0	390.0	197.0	35.0	187.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	4:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	5:GA	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	8:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	8:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	11:TC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	12:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	13:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	14:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	15:GA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	16:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	17:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1246	18:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	284.0	23.0	250.0	53.0	52.0	385.0	1477.0	80.0	11.0	166.0	96.0	24.0	513.0	67.0	410.0	40.0	87.0	447.0	31.0	834.0	681.0	618.0	382.0	167.0	390.0	199.0	35.0	188.0
hsa-miR-1247-5p	PM	0.0	0.0	2.0	48.0	1.0	1.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	1.0	8.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	48.0	1.0	1.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	1.0	8.0	7.0	1.0	1.0	0.0	0.0
hsa-miR-1247-5p	22:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	48.0	1.0	1.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	1.0	8.0	7.0	1.0	1.0	0.0	0.0
hsa-miR-1249-3p	PM	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
